Month,Day,Bold,Italic,Red,I.Symb,I.Code,I.Html,ShortText,FullText,ShorterText,,,,,,VLOOKUP,,,Місяць,День,Ім'я
8,14,,,,🕃,&,,🕃 Передсвяття Успіння Пресвятої Богородиці,🕃 Передсвяття Успіння Пресвятої Богородиці,передсв.Успіння,,,814,Гл.1. - передсв.Успення,,Гл.1. - передсв.Успення,,,,,
8,14,,,,,,,Св. прор. Міхея,Святого пророка Міхея,,,,814,Гл.1. - передсв.Успення,,Гл.1. - передсв.Успення,,,,,
8,15,b,,r,🕀,#,&oplus;,🕀 Успіння Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,🕀 Успіння Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,Успіння Богородиці,,,815,УСПЕННЯ,,УСПЕННЯ,,,,,
8,16,,,r,🕃,@,,"🕃 Перенесення з Едеси до Царгороду нерукотв. образа Господа Бога і Спаса нашого Ісуса Христа, названого святим обрусом","🕃 Перенесення з Едеси до Царгороду нерукотворного образа Господа Бога і Спаса нашого Ісуса Христа, названого святим обрусом",Образу,,,816,"Образу, Діомида",,"Образу, Діомида",,,,,
8,16,,,,,,,Св. мч. Діомида,Святого мученика Діомида,Діомида,,,816,"Образу, Діомида",,"Образу, Діомида",,,,,
8,17,,,,,,,Св. мч. Мирона,Святого мученика Мирона,Мирона,,,817,Мирона,,Мирона,,,,,
8,18,,,r,🕂,+,&dagger;,🕂 Спомин освяч. Патріаршого собору Воскресіння Христового в Києві,🕂 Спомин освячення Патріаршого собору Воскресіння Христового в Києві,Спомин осв. Собору,,,818,"Флора і Лавра, Спомин осв. Собору",,"Флора і Лавра, Спомин осв. Собору",,,,,
8,18,,,,,,,Свв. мчч. Флора й Лавра,Святих мучеників Флора й Лавра,Флора і Лавра,,,818,"Флора і Лавра, Спомин осв. Собору",,"Флора і Лавра, Спомин осв. Собору",,,,,
8,19,,,,,,,"Св. мч. Андрія Стратопедарха – сотника, і тих, що з ним","Святого мученика Андрія Стратопедарха – сотника, і тих, що з ним",Андрея Стратопедарха,,,819,Андрея Стратопедарха,,Андрея Стратопедарха,,,,,
8,20,,,,,,,Св. прор. Самуїла,Святого пророка Самуїла,прор. Самуїла,,,820,прор. Самуїла,,прор. Самуїла,,,,,
8,21,,,,,,,Св. ап. Тадея,Святого апостола Тадея,мч.Тадея,,,821,"мч.Тадея, мчц. Васси",,"мч.Тадея, мчц. Васси",,,,,
8,21,,,,,,,Св. мц. Васси,Святої мучениці Васси,мчц. Васси,,,821,"мч.Тадея, мчц. Васси",,"мч.Тадея, мчц. Васси",,,,,
8,22,,,,,,,"Св. мч. Агатоніка і тих, що з ним","Святого мученика Агатоніка і тих, що з ним",Агатоніка,,,822,Агатоніка,,Агатоніка,,,,,
8,22,,,,,,,Блаж. сщмч. Симеона Лукача,Блаженного священномученика Симеона Лукача,,,,822,Агатоніка,,Агатоніка,,,,,
8,23,,,,,,,Св. мч. Луппа,Святого мученика Луппа,мч. Луппа,,,823,"віддання Успення, мч. Луппа",,"віддання Успення, мч. Луппа",,,,,
8,23,,,,,,,"Св. сщмч. Іринея, єп. Ліонського","Святого священномученика Іринея, єпископа Ліонського",,,,823,"віддання Успення, мч. Луппа",,"віддання Успення, мч. Луппа",,,,,
8,23,,i,r,,,,Віддання Успіння Пресв. Богородиці,У цей день віддається свято Успіння Пресвятої Богородиці,віддання Успення,,,823,"віддання Успення, мч. Луппа",,"віддання Успення, мч. Луппа",,,,,
8,24,,,,,,,Св. сщмч. Євтиха,Святого священномученика Євтиха,мч. Євтиха,,,824,мч. Євтиха,,мч. Євтиха,,,,,
8,25,,,,🕃,&,,🕃 Повернення мощів св. ап. Вартоломея,🕃 Повернення мощів святого апостола Вартоломея,Вартоломея,,,825,"Вартоломея, ап. Тита",,"Вартоломея, ап. Тита",,,,,
8,25,,,,,,,Св. ап. Тита,Святого апостола Тита,ап. Тита,,,825,"Вартоломея, ап. Тита",,"Вартоломея, ап. Тита",,,,,
8,26,,,,,,,Свв. мчч. Адріана й Наталії,Святих мучеників Адріана й Наталії,Адріана і Наталії,,,826,Адріана і Наталії,,Адріана і Наталії,,,,,
8,27,,,,,,,Прп. Пімена,Преподобного отця нашого Пімена,Пімена,,,827,Пімена,,Пімена,,,,,
8,27,,,,,,,Блаж. прпмцц. Лаврентії Герасимів і Олімпії Біди,Блаженних преподобномучениць Лаврентії Герасимів і Олімпії Біди,,,,827,Пімена,,Пімена,,,,,
8,28,,,,,,,"Собор прпп. отців Печерських, що споч. у дальніх печерах","Собор преподобних отців Печерських, що спочивають у дальніх печерах",,,,828,Мойсея Мурина,,Мойсея Мурина,,,,,
8,28,,,,,,,Прп. Мойсея Мурина,Преподобного Мойсея Мурина,Мойсея Мурина,,,828,Мойсея Мурина,,Мойсея Мурина,,,,,
8,28,,,,,,,"Св. Августина, єп. Іппонського","Святого отця нашого Августина, єпископа Іппонського",,,,828,Мойсея Мурина,,Мойсея Мурина,,,,,
8,28,,,,,,,"Св. мч. Гебре Михаїла, пресвіт. ефіопського","Святого мученика Гебре Михаїла, пресвітера ефіопського",,,,828,Мойсея Мурина,,Мойсея Мурина,,,,,
8,29,b,,r,🕀,#,&oplus;,"🕀 Усікновення чесної голови чесного і славн. прор., предтечі і хрестителя Івана","🕀 Усікновення чесної голови чесного і славного пророка, предтечі і хрестителя Івана",Усікновення голови Предтечі,,,829,УСІКНОВЕННЯ ГЛАВИ ПРЕДТЕЧІ,,УСІКНОВЕННЯ ГЛАВИ ПРЕДТЕЧІ,,,,,
8,30,,,,,,,"Свв. патр. Царгородських: Олександра, Івана й Павла Нового","Святих отців наших патріархів Царгородських: Олександра, Івана й Павла Нового","Олександра, Йоана, Павла Нового",,,830,"Олександра, Йоана, Павла Нового",,"Олександра, Йоана, Павла Нового",,,,,
8,31,,,r,🕂,+,&dagger;,🕂 Положення чесного пояса Пресвятої Владичиці нашої Богородиці,🕂 Положення чесного пояса Пресвятої Владичиці нашої Богородиці,положення пояса,,,831,Положення Пояса Богородиці,,Положення Пояса Богородиці,,,,,
